order,family,genus,species,authority,collector,collection #,Organ,Stem Diameter cm,Height m,VDRAW-Vessel diameter micrometers,VDFinal-Vessel diameter interpreted,VG-vessels/group RAW,VG curated,VMM-Vessel density mmper2 RAW,VMM-FINAL,raw VEL-Vessel element Length micrometers,final VEL-Vessel element Length micrometers,VWTRAW-Vessel wall thickness draw micrometers,VWTFINAL-Vessel wall thickness draw micrometers,RAW.BAR#-perforation plate bar ,FINAL.BAR#-perforation plate bar ,Number perforations per plate,RAW.simple.scalariform,FINAL.simple.scalariform,FINAL.scalariform.not,vessels present/absent,raw V-V-vessel-vessel (intervascular) pit diam micrometers,final V-V-vessel-vessel (intervascular) pit diam micrometers,"ITEDRAW: ITE diameter micrometers-""ground"" Imperforate Tracheary Element diam","ITEDFINAL: ITE diameter micrometers-""ground"" Imperforate Tracheary Element diam",ITELRAW: ITE cell length-RAW micrometers,"ITELFINAL: ITE cell length-curated, micrometers",ITEWTRAW: ITE wall thick-DRAW micrometers,ITEWTFINAL: wall thick final micrometers,ITE type RAW,ITE.Final,# septum/fiber,AP/strand-Axial Parenchyma cells/strand,MRH-Multiseriate Ray Height.mm,MRW-multseriate Ray width cell#,URH-Uniseriate Ray Ht.mm,self/ non,DWT- Double wall thickness (um),quien,cite,id1,id2,,,,,,vwt/vd,dwt/vd
Brassicales,Capparaceae,Forchhammeria,tamaulipana,"B.F.Hansen, H.H.Iltis & Carlquist",Hansen,3786,stem,,,47,47,mostly solitary,1,67,,182,182,,,0,0,1,simple,simple,simple,present,2.5,2.5,,,866,866,,,tracheids,tracheids,,,2.054,,,self,,Beto,"Carlquist, S., Hansen, B. F., Iltis, H. H., Olson, M. E., & Geiger, D. L. (2013). Forchhammeria and Stixis (Brassicales): Stem and wood anatomical diversity, ecological and phylogenetic significance. Aliso: A Journal of Systematic and Evolutionary Botany, 31(2), 59-75.",Forchhammeria_tamaulipana_Hansen_3786_stem,"Brassicales_Capparaceae_Forchhammeria_tamaulipana_B.F.Hansen, H.H.Iltis & Carlquist_Hansen_3786_stem",,,,,,0.00,0.00
Sapindales,Rutaceae,Cneorum,tricoccon,L.,Oxforf,10768,stem,,,55,55,2.16,2.16,42,,157,157,2.5,2.5,0,0,1,simple,simple,simple,present,2.5,2.5,16,16,265,265,2.5,2.5,libriform,libriform,,2,0.128,2.2,0.063,self,5,Emilio,"Carlquist, S. (1988). Wood anatomy of Cneoraceae: ecology, relationships, and generic definition. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 7-16.",Cneorum_tricoccon_Oxforf_10768_stem,Sapindales_Rutaceae_Cneorum_tricoccon_L._Oxforf_10768_stem,,,,,,0.05,0.09
Asterales,Calyceraceae,Boopis,anthemoides,Juss.,Cabrera,14777,stem,,,25,25,1.52,1.52,374,,222,222,2.1,2.1,0,0,1,simple,simple,simple,present,2.5,2.5,,,235,235,3.2,3.2,libriform,libriform,2,,?,?,?,self,5.3,Emilio,"Carlquist, S., & DeVore, M. L. (1998). Wood anatomy of Calyceraceae with reference to ecology, habit, and systematic relationships. Aliso: A Journal of Systematic and Evolutionary Botany, 17(1), 63-76.",Boopis_anthemoides_Cabrera_14777_stem,Asterales_Calyceraceae_Boopis_anthemoides_Juss._Cabrera_14777_stem,,,,,,0.08,0.21
Lamiales,Stilbaceae,Euthystachys,abbreviata,(E.Mey.) A. DC.,Rycroft,2128a,stem,,,22.2,22.2,,,403,,495,495,2.3,2.3,0,0,1,simple,simple,simple,present,2.5,2.5,16,16,557,557,9.2,9.2,libriform ,libriform,,,0.651,2,0.208,self,11.5,Víctor,"Carlquist, S. (1986). Wood anatomy of Stilbaceae and Retziaceae: ecological and systematic implications. Aliso: A Journal of Systematic and Evolutionary Botany, 11(3), 299-316.",Euthystachys_abbreviata_Rycroft_2128a_stem,Lamiales_Stilbaceae_Euthystachys_abbreviata_(E.Mey.) A. DC._Rycroft_2128a_stem,,,,,,0.10,0.52
Lamiales,Stilbaceae,Kogelbergia,phylicoides,(A. DC.) Rourke,Schlechter,13-IV-189,stem,,,27.1,27.1,,,632,,420,420,3.9,3.9,0,0,1,simple,simple,simple,present,2.5,2.5,18,18,648,648,3.9,3.9,libriform ,libriform,,,0.832,2.8,0.4,self,7.8,Víctor,"Carlquist, S. (1986). Wood anatomy of Stilbaceae and Retziaceae: ecological and systematic implications. Aliso: A Journal of Systematic and Evolutionary Botany, 11(3), 299-316.",Kogelbergia_phylicoides_Schlechter_13-IV-189_stem,Lamiales_Stilbaceae_Kogelbergia_phylicoides_(A. DC.) Rourke_Schlechter_13-IV-189_stem,,,,,,0.14,0.29
Lamiales,Stilbaceae,Stilbe,albiflora,E.Mey.,Schlechter,9835,stem,,,14.8,14.8,,,199,,372,372,4.6,4.6,,,1,"Perforation plates all scalariform, no simple plates seen. Bars of perforation plates fully bordered",scalariform,scalariform,present,2.5,2.5,23,23,528,528,2.1,2.1,libriform ,libriform,,2,0.998,2.5,0.339,self,6.7,Víctor,"Carlquist, S. (1986). Wood anatomy of Stilbaceae and Retziaceae: ecological and systematic implications. Aliso: A Journal of Systematic and Evolutionary Botany, 11(3), 299-316.",Stilbe_albiflora_Schlechter_9835_stem,Lamiales_Stilbaceae_Stilbe_albiflora_E.Mey._Schlechter_9835_stem,,,,,,0.31,0.45
Lamiales,Stilbaceae,Stilbe,overbergensis,Rourke,Rourke,1557,stem,,,22.2,22.2,,,653,,370,370,2.6,2.6,1,1,2,scalariform,scalariform,scalariform,present,2.5,2.5,18,18,370,370,4.6,4.6,libriform ,libriform,,,0.49,2.4,0.424,self,7.2,Víctor,"Carlquist, S. (1986). Wood anatomy of Stilbaceae and Retziaceae: ecological and systematic implications. Aliso: A Journal of Systematic and Evolutionary Botany, 11(3), 299-316.",Stilbe_overbergensis_Rourke_1557_stem,Lamiales_Stilbaceae_Stilbe_overbergensis_Rourke_Rourke_1557_stem,,,,,,0.12,0.32
Lamiales,Stilbaceae,Stilbe,vestita,Berg.,MacOwen,926,stem,,,25.7,25.7,,,306,,491,491,2.1,2.1,0,0,1,simple,simple,simple,present,2.5,2.5,23,23,728,728,4.6,4.6,libriform ,libriform,,,1.561,2.3,0.548,self,6.7,Víctor,"Carlquist, S. (1986). Wood anatomy of Stilbaceae and Retziaceae: ecological and systematic implications. Aliso: A Journal of Systematic and Evolutionary Botany, 11(3), 299-316.",Stilbe_vestita_MacOwen_926_stem,Lamiales_Stilbaceae_Stilbe_vestita_Berg._MacOwen_926_stem,,,,,,0.08,0.26
Lamiales,Stilbaceae,Kogelbergia,verticillata,(Eckl. & Zeyh.) Rourke,Stokoe,VII-1932,stem,,,31,31,,,312,,543,543,1.8,1.8,0,0,1,simple,simple,simple,present,2.7,2.7,21,21,862,862,4.4,4.4,libriform ,libriform,,2,1.16,2.3,0.424,self,6.2,Víctor,"Carlquist, S. (1986). Wood anatomy of Stilbaceae and Retziaceae: ecological and systematic implications. Aliso: A Journal of Systematic and Evolutionary Botany, 11(3), 299-316.",Kogelbergia_verticillata_Stokoe_VII-1932_stem,Lamiales_Stilbaceae_Kogelbergia_verticillata_(Eckl. & Zeyh.) Rourke_Stokoe_VII-1932_stem,,,,,,0.06,0.20
Solanales,Solanaceae,Nolana,humifusa,(Gouan) I.M. Johnst.,Ferreyra,2560,stem,,,34,34,4.8,4.8,319,,232,232,2.8,2.8,0,0,1,simple,simple,simple,present,2.8,2.8,28,28,419,419,,,libriform,libriform,,2,0.199,,0.114,self,,Víctor,"Carlquist, S. (1987). Wood anatomy of Nolanaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 11(4), 463-471.",Nolana_humifusa_Ferreyra_2560_stem,Solanales_Solanaceae_Nolana_humifusa_(Gouan) I.M. Johnst._Ferreyra_2560_stem,,,,,,0.08,0.00
Sapindales,Rutaceae,Cneorum,pulverulentum,Vent. ,Carlquist,2530,stem,,,30,30,1.96,1.96,245,,223,223,14,,0,0,1,simple,simple,simple,present,2.8,2.8,14,14,477,477,4.8,4.8,libriform,libriform,,2,few,few,0.117,self,4.8,Emilio,"Carlquist, S. (1988). Wood anatomy of Cneoraceae: ecology, relationships, and generic definition. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 7-16.",Cneorum_pulverolentum_Carlquist_2530_stem,Sapindales_Rutaceae_Cneorum_pulverolentum_Vent._Carlquist_2530_stem,,,,,,0.00,0.16
Brassicales,Salvadoraceae,Salvadora,persica,L.,UCSB,83160,root,,,9,9,26.8,26.8,384,,160,160,4.8,5,0,0,1,simple,simple,simple,present,3,3,,,494,494,4.2,4.2,libriform,libriform,,"Mostly not subdivided, but strands of two cells occasional",5.94,2.9,151,self,9.2,Beto,"Carlquist, S. (2002). Wood and bark anatomy of Salvadoraceae: ecology, relationships, histology of interxylary phloem. Journal of the Torrey Botanical Society, 10-20.",Salvadora_persica_UCSB_83160_root,Brassicales_Salvadoraceae_Salvadora_persica_L._UCSB_83160_root,,,,,,0.56,1.02
Lamiales,Acanthaceae,Aphelandra,arborea,(Mill.) M.R.Almeida,SJRw,16435,stem,,,39,39,2.1,2.1,129,,510,510,3.3,3.3,0,0,1,simple,simple,simple,present,3,3,20,20,886,886,6.3,6.3,libriform,libriform,,,0.56,2.3,0.314,self,9.6,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Aphelandra_arborea_SJRw_16435_stem,Lamiales_Acanthaceae_Aphelandra_arborea_(Mill.) M.R.Almeida_SJRw_16435_stem,,,,,,0.08,0.25
Lamiales,Acanthaceae,Calycacanthus,sp,,SJRw,32146,stem,,,35,35,1.5,1.5,122,,449,449,2.5,2.5,0,0,1,simple,simple,simple,present,3,3,18,18,748,748,2.8,2.8,libriform,libriform,,,0.556,2,0.277,self,5.3,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Calycacanthus_sp_SJRw_32146_stem,Lamiales_Acanthaceae_Calycacanthus_sp__SJRw_32146_stem,,,,,,0.07,0.15
Lamiales,Acanthaceae,Graptophyllum,insularum,(A. Gray) A.C.Sm.,SJRw,24541,stem,,,42,42,4.1,4.1,206,,379,379,3.9,3.9,0,0,1,simple,simple,simple,present,3,3,15,15,661,661,3.1,3.1,libriform,libriform,,,0.639,2.4,0.305,self,7,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Graptophyllum_insularum_SJRw_24541_stem,Lamiales_Acanthaceae_Graptophyllum_insularum_(A. Gray) A.C.Sm._SJRw_24541_stem,,,,,,0.09,0.17
Lamiales,Acanthaceae,Justicia,magnfica,Pohl ex Nees,SJRw,14493,stem,,,35,35,1.5,1.5,99,,547,547,2.5,2.5,0,0,1,simple,simple,simple,present,3,3,18,18,735,735,2.2,2.2,libriform,libriform,,,,,,self,4.7,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Justicia_magnfica_SJRw_14493_stem,Lamiales_Acanthaceae_Justicia_magnfica_Pohl ex Nees_SJRw_14493_stem,,,,,,0.07,0.13
Lamiales,Acanthaceae,Megaskepasma,erythrochlamys,Lindau,cult.,PTBG,stem,,,44,44,1.6,1.6,66,,289,289,2.3,2.3,0,0,1,simple,simple,simple,present,3,3,22,22,494,494,1.8,1.8,libriform,libriform,,,0.43,2.2,0.227,self,4.1,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Megaskepasma_erythrochlamys_cult._PTBG_stem,Lamiales_Acanthaceae_Megaskepasma_erythrochlamys_Lindau_cult._PTBG_stem,,,,,,0.05,0.09
Lamiales,Acanthaceae,Oplonia,jamaicensis,(Lindau) Stearn,USw,5946,stem,,,51,51,2.2,2.2,87,,568,568,3.5,3.5,0,0,1,simple,simple,simple,present,3,3,13,13,969,969,3.6,3.6,libriform,libriform,,,0.695,3,0.228,self,7.1,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Oplonia_jamaicensis_Usw_5946_stem,Lamiales_Acanthaceae_Oplonia_jamaicensis_(Lindau) Stearn_Usw_5946_stem,,,,,,0.07,0.14
Lamiales,Acanthaceae,Pachystachys,lutea,Nees,MADw,38349,stem,,,27,27,1.4,1.4,89,,507,507,3.1,3.1,0,0,1,simple,simple,simple,present,3,3,19,19,701,701,2.4,2.4,libriform,libriform,,,0.762,2.3,0.292,self,5.5,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Pachystachys_lutea_MADw_38349_stem,Lamiales_Acanthaceae_Pachystachys_lutea_Nees_MADw_38349_stem,,,,,,0.11,0.20
Lamiales,Acanthaceae,Pseuderanthemum,laxiflorum,(A. Gray) F.T. Hubb. ex L.H. Bailey,Hubbard,SJRw-25683,stem,,,29,29,2.6,2.6,139,,460,460,2.3,2.3,0,0,1,simple,simple,simple,present,3,3,20,20,787,787,3.3,3.3,libriform,libriform,,,0.55,2.5,0.233,self,5.6,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Pseuderanthemum_laxiflorum_Hubbard_SJRw-25683_stem,Lamiales_Acanthaceae_Pseuderanthemum_laxiflorum_(A. Gray) F.T. Hubb. ex L.H. Bailey_Hubbard_SJRw-25683_stem,,,,,,0.08,0.19
Lamiales,Acanthaceae,Ruspolia,hypocrateriformis,(Vahl) Milne-Redh.,Tw,46550,stem,,,45,45,3.2,3.2,188,,301,301,5,5,0,0,1,simple,simple,simple,present,3,3,11,11,743,743,3.2,3.2,libriform,libriform,,,inf,3,,self,8.2,Beto,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Acanthaceae: a survey. Aliso: A Journal of Systematic and Evolutionary Botany, 12(1), 201-227.",Ruspolia_hypocrateriformis_Tw_46550_stem,Lamiales_Acanthaceae_Ruspolia_hypocrateriformis_(Vahl) Milne-Redh._Tw_46550_stem,,,,,,0.11,0.18
Lamiales,Lamiaceae,Bystropogon,canariensis,(L.) L'Hér.,Carlquist,2578,stem,,,36,36,1.4,1.4,108,,260,260,1.3,1.3,0,0,1,simple,simple,simple,present,3,3,25,25,604,604,2.2,2.2,libriform,libriform,present,3,0.68,2,0.3,self,3.5,Emilio,"Carlquist, S. (1992). Wood anatomy of Lamiaceae. A survey, with comments on vascular and vasicentric tracheids. Aliso: A Journal of Systematic and Evolutionary Botany, 13(2), 309-338.",Bystropogon_canariensis_Carlquist_2578_stem,Lamiales_Lamiaceae_Bystropogon_canariensis_(L.) L'HÃ©r._Carlquist_2578_stem,,,,,,0.04,0.10
Lamiales,Lamiaceae,Bystropogon,plumosus,(L.f.) L'Hér.,Carlquist,2717,stem,,,45,45,1.54,1.54,41,,312,312,2.5,2.5,0,0,1,simple,simple,simple,present,3,3,34,34,569,569,2.5,2.5,libriform,libriform,present,2,0.464,5.7,0.27,self,5,Emilio,"Carlquist, S. (1992). Wood anatomy of Lamiaceae. A survey, with comments on vascular and vasicentric tracheids. Aliso: A Journal of Systematic and Evolutionary Botany, 13(2), 309-338.",Bystropogon_plumosus_Carlquist_2717_stem,Lamiales_Lamiaceae_Bystropogon_plumosus_(L.f.) L'HÃ©r._Carlquist_2717_stem,,,,,,0.06,0.11
Lamiales,Lamiaceae,Lavandula,dentata,L.,Carlquist,15959,stem,,,28,28,1.48,1.48,170,,199,199,2.3,2.3,0,0,1,simple,simple,simple,present,3,3,23,23,360,360,2.5,2.5,libriform,libriform,,3,0.813,4.7,0.062,self,4.8,Emilio,"Carlquist, S. (1992). Wood anatomy of Lamiaceae. A survey, with comments on vascular and vasicentric tracheids. Aliso: A Journal of Systematic and Evolutionary Botany, 13(2), 309-338.",Lavandula_dentata_Carlquist_15959_stem,Lamiales_Lamiaceae_Lavandula_dentata_L._Carlquist_15959_stem,,,,,,0.08,0.17
Caryophyllales,Plumbaginaceae,Limonium,arborescens,Kuntze,Carlquist,8176,root,,,25,25,1.6,1.6,276,,141,141,3.2,3.2,0,0,1,simple,simple,simple,present,3,3,,,364,364,4.8,4.8,libriform,libriform,,1,0.553,6,,self,8,Emilio,"Carlquist, S., & Boggs, C. J. (1996). Wood anatomy of Plumbaginaceae. Bulletin of the Torrey Botanical Club, 135-147.",Limonium_arborescens_Carlquist_8176_root,Caryophyllales_Plumbaginaceae_Limonium_arborescens_Kuntze_Carlquist_8176_root,,,,,,0.13,0.32
Caryophyllales,Plumbaginaceae,Limonium,arborescens,Kuntze,Carlquist,8176,stem,,,31,31,1.8,1.8,195,,147,147,3.4,3.4,0,0,1,simple,simple,simple,present,3,3,,,391,391,6.3,6.3,libriform,libriform,,2,0.362,5.3,,self,9.7,Emilio,"Carlquist, S., & Boggs, C. J. (1996). Wood anatomy of Plumbaginaceae. Bulletin of the Torrey Botanical Club, 135-147.",Limonium_arborescens_Carlquist_8176_stem,Caryophyllales_Plumbaginaceae_Limonium_arborescens_Kuntze_Carlquist_8176_stem,,,,,,0.11,0.31
Caryophyllales,Plumbaginaceae,Limonium,rumicifolium,(Svent.) G.Kunkel & Sunding,Carlquist,2604,stem,,,29,29,2.4,2.4,245,,103,103,4.8,4.8,0,0,1,simple,simple,simple,present,3,3,,,311,311,7.7,7.7,libriform,libriform,,1,0.614,5-8,,self,12.5,Emilio,"Carlquist, S., & Boggs, C. J. (1996). Wood anatomy of Plumbaginaceae. Bulletin of the Torrey Botanical Club, 135-147.",Limonium_rumicifolium_Carlquist_2604_stem,Caryophyllales_Plumbaginaceae_Limonium_rumicifolium_(Svent.) G.Kunkel & Sunding_Carlquist_2604_stem,,,,,,0.17,0.43
Lamiales,Scrophulariaceae,Buddleja,indica,Lam.,cult.,SelbyB.G.,stem,,,29,29,1.2,1.2,82,,398,398,2,2,0,0,1,simple,simple,simple,present,3,3,,,952,952,2,2,libriform,libriform,,2-5.0,0.326,2.9,0.113,self,4,Beto,"Carlquist, S. (1997). Wood anatomy of Buddlejaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 15(1), 41-56.",Buddleja_indica_cult._SelbyB.G._stem,Lamiales_Scrophulariaceae_Buddleja_indica_Lam._cult._SelbyB.G._stem,,,,,,0.07,0.14
Lamiales,Scrophulariaceae,Buddleja,racemosa,Torr.,Mayfleld,2118,stem,,,32,32,2.5,2.5,282,,186,186,1.4,1.4,0,0,1,simple,simple,simple,present,3,3,,,384,384,2.4,2.4,libriform,libriform,,2-5.0,0.409,2.9,0.135,self,3.8,Beto,"Carlquist, S. (1997). Wood anatomy of Buddlejaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 15(1), 41-56.",Buddleja_racemosa_Mayfleld_2118_stem,Lamiales_Scrophulariaceae_Buddleja_racemosa_Torr._Mayfleld_2118_stem,,,,,,0.04,0.12
Brassicales,Resedaceae,Caylusea,hexagyna,(Forssk.) M.L.Green,Podlech,4268,stem,,,15,15,2.6,2.6,204,,144,144,2,2,0,0,1,simple,simple,simple,present,3,3,,,435,435,2,2,libriform,libriform,,2,0.574,2.7,0.246,self,4,Beto,"Carlquist, S. (1997). Wood anatomy of Portulacaceae and Hectorellaceae: ecological, habital, and systematic implications. Aliso, 16, 127-135.",Caylusea_hexagyna_Podlech_4268_stem,Brassicales_Resedaceae_Caylusea_hexagyna_(Forssk.) M.L.Green_Podlech_4268_stem,,,,,,0.13,0.27
Brassicales,Resedaceae,Oligomeris,linifolia,(Vahl ex Hornem.) J.F.Macbr.,Jones,2404,stem,,,23,23,2.8,2.8,301,,104,104,2.6,2.6,0,0,1,simple,simple,simple,present,3,3,,,286,286,1.5,1.5,libriform,libriform,,2,0.949,2.3,0.228,self,4.1,Beto,"Carlquist, S. (1997). Wood anatomy of Portulacaceae and Hectorellaceae: ecological, habital, and systematic implications. Aliso, 16, 127-135.",Oligomeris_linifolia_Jones_2404_stem,Brassicales_Resedaceae_Oligomeris_linifolia_(Vahl ex Hornem.) J.F.Macbr._Jones_2404_stem,,,,,,0.11,0.18
Brassicales,Resedaceae,Reseda,crystallina,Webb & Berthel.,Carlquist,8171,stem,,,23,23,1.8,1.8,162,,161,161,1.8,1.8,0,0,1,simple,simple,simple,present,3,3,,,447,447,1.5,1.5,libriform,libriform,,2,0.432,2.4,0.184,self,3.3,Beto,"Carlquist, S. (1997). Wood anatomy of Portulacaceae and Hectorellaceae: ecological, habital, and systematic implications. Aliso, 16, 127-135.",Reseda_crystallina_Carlquist_8171_stem,Brassicales_Resedaceae_Reseda_crystallina_Webb & Berthel._Carlquist_8171_stem,,,,,,0.08,0.14
Malvales,Muntingiaceae,Muntingia,calabura,L.,Zona,933,stem,4.9,,104,104,1.04,1.04,14,,205,205,2-2.6,3.8,0,0,1,simple,simple,simple,present,3,3,,,1004,1004,2.1,2.1,tracheids,tracheids,,0-5,0.258,4.54,0.11,self,5.9,Emilio,"Carlquist, S., & Grant, J. R. (2005). Wood anatomy of Gentianaceae, tribe Helieae, in relation to ecology, habit, systematics, and sample diameter. Brittonia, 57(3), 276-291.",Muntingia_calabura_Zona_933_stem,Malvales_Muntingiaceae_Muntingia_calabura_L._Zona_933_stem,,,,,,0.04,0.06
Asterales,Compositae,Faujasia,blixana,nomen nudum,Imper. For. Inst.,1174,,,,58.2,58.2,,,,,713,713,,,0,0,1,simple,simple,simple,present,3,3,21.9,21.9,906,906,5,5,libriform,libriform,,,0.49,4.3,,self,,Beto,"Carlquist, S. (1962). Wood anatomy of Senecioneae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(2), 123-146.",Faujasia_blixana_Imper. For. Inst._1174_,Asterales_Compositae_Faujasia_blixana_nomen nudum_Imper. For. Inst._1174_,,,,,,0.00,0.00
Asterales,Compositae,Gynoxys,florulenta,Cuatrec.,Cuatrecasas,20148,,,,82.6,82.6,,,,,326,326,,,0,0,1,simple,simple,simple,present,3,3,32.8,32.8,426,426,4,4,libriform,libriform,,,1.11,4.2,,self,,Beto,"Carlquist, S. (1962). Wood anatomy of Senecioneae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(2), 123-146.",Gynoxys_florulenta_Cuatrecasas_20148_,Asterales_Compositae_Gynoxys_florulenta_Cuatrec._Cuatrecasas_20148_,,,,,,0.00,0.00
Asterales,Compositae,Liabum,igniarium,Less.,Rimbach,797,,,,62,62,,,,,322,322,,,0,0,1,simple,simple,simple,present,3,3,23,23,442,442,2.5,2.5,libriform,libriform,,,>10,5.3,,self,,Beto,"Carlquist, S. (1962). Wood anatomy of Senecioneae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(2), 123-146.",Liabum_igniarium_Rimbach_797_,Asterales_Compositae_Liabum_igniarium_Less._Rimbach_797_,,,,,,0.00,0.00
Asterales,Compositae,Robinsonia,evenia,Phil.,Yw,27425,,,,56.3,56.3,,,,,245,245,,,0,0,1,simple,simple,simple,present,3,3,32.5,32.5,356,356,3,3,libriform,libriform,,,0.41,3.1,,self,,Beto,"Carlquist, S. (1962). Wood anatomy of Senecioneae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(2), 123-146.",Robinsonia_evenia_Yw_27425_,Asterales_Compositae_Robinsonia_evenia_Phil._Yw_27425_,,,,,,0.00,0.00
Asterales,Compositae,Robinsonia,gayana,Decne.,Skottsberg,III-9-1955,,,,22.9,22.9,,,,,176,176,,,0,0,1,simple,simple,simple,present,3,3,16.1,16.1,248,248,3,3,libriform,libriform,,,0.64,4.8,,self,,Beto,"Carlquist, S. (1962). Wood anatomy of Senecioneae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(2), 123-146.",Robinsonia_gayana_Skottsberg_III-9-1955_,Asterales_Compositae_Robinsonia_gayana_Decne._Skottsberg_III-9-1955_,,,,,,0.00,0.00
Asterales,Compositae,Senecio,flaccidus var. douglasii,(DC.) B.L.Turner & T.M.Barkley,Carlquist,620,,,,36.4,36.4,,,,,190,190,,,0,0,1,simple,simple,simple,present,3,3,25.3,25.3,297,297,4,4,libriform,libriform,,,2.59,5.8,54.2,self,,Beto,"Carlquist, S. (1962). Wood anatomy of Senecioneae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(2), 123-146.",Senecio_flaccidus var. douglasii_Carlquist_620_,Asterales_Compositae_Senecio_flaccidus var. douglasii_(DC.) B.L.Turner & T.M.Barkley_Carlquist_620_,,,,,,0.00,0.00
Asterales,Compositae,Senecio,palmeri,A. Gray,Carlquist,260,,,,27.8,27.8,,,,,209,209,,,0,0,1,simple,simple,simple,present,3,3,32.8,32.8,335,335,5,5,libriform,libriform,,,2.27,4.5,77.5,self,,Beto,"Carlquist, S. (1962). Wood anatomy of Senecioneae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(2), 123-146.",Senecio_palmeri_Carlquist_260_,Asterales_Compositae_Senecio_palmeri_A. Gray_Carlquist_260_,,,,,,0.00,0.00
Asterales,Compositae,Symphyochaeta,macrocephala,(Decne.) Skottsb.,Skottsberg,XII-13-1916,,,,33.5,33.5,,,,,292,292,,,0,0,1,simple,simple,simple,present,3,3,22.6,22.6,306,306,3.5,3.5,libriform,libriform,,,4.8,3.5,,self,,Beto,"Carlquist, S. (1962). Wood anatomy of Senecioneae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(2), 123-146.",Symphyochaeta_macrocephala_Skottsberg_XII-13-1916_,Asterales_Compositae_Symphyochaeta_macrocephala_(Decne.) Skottsb._Skottsberg_XII-13-1916_,,,,,,0.00,0.00
Asterales,Compositae,Eremanthus,erythropappus,(DC.) MacLeish,Barreto,193,stem,,,75,75,1.79,1.79,,,315,315,,,0,0,1,simple,simple,simple,present,3,3,19.2,19.2,518,518,4,4,libriform,libriform,absent,1-3,0.17,2.05,0.123,self,,Emilio,"Carlquist, S. (1964). Wood anatomy of Vernonieae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(4), 451-467.",Eremanthus_erythropappus_Barreto_193_stem,Asterales_Compositae_Eremanthus_erythropappus_(DC.) MacLeish_Barreto_193_stem,,,,,,0.00,0.00
Asterales,Compositae,Eremosis,leiocarpa,DC.,Edwards,168,stem,,,65.9,65.9,2,2,,,326,326,,,0,0,1,simple,simple,simple,present,3,3,27.7,27.7,594,594,6-9,7.5,libriform,libriform,absent,1-3,0.5,3.13,0.176,self,,Emilio,"Carlquist, S. (1964). Wood anatomy of Vernonieae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(4), 451-467.",Eremosis_leiocarpa_Edwards_168_stem,Asterales_Compositae_Eremosis_leiocarpa_(DC.) Gleason_Edwards_168_stem,,,,,,0.00,0.00
Asterales,Compositae,Gymnanthemum,coloratum,(Willd.) H.Rob. & B.Kahn,Vigne,2904,stem,,,109.6,109.6,1.48,1.48,,,240,240,,,0,0,1,simple,simple,simple,present,3,3,22.2,22.2,372,372,3-4,3.5,libriform,libriform,absent,1-3,0.59,3.9,0.192,self,,Emilio,"Carlquist, S. (1964). Wood anatomy of Vernonieae (Compositae). Aliso: A Journal of Systematic and Evolutionary Botany, 5(4), 451-467.",Gymnanthemum_coloratum_Vigne_2904_stem,Asterales_Compositae_Gymnanthemum_coloratum_(Willd.) H.Rob. & B.Kahn_Vigne_2904_stem,,,,,,0.00,0.00
